Source path,Class name,Method name,Pattern type,Exception types,Handling strategy,Logging framework,Log level
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck,checkForCompatibleJavaVersion,throws-declaration,StartException,propagate,,
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck,checkForCompatibleJavaVersion,throws-declaration,StartException,propagate,,
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck,extractJavaVersionComponents,try-catch,NumberFormatException,recover,,
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,addComponent,try-catch,InvalidPathException,printStackTrace,,
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,addComponent,throws-declaration,InvalidPathException,propagate,,
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,getClassLoader,try-catch,MalformedURLException,recover,,
exist-start/src/main/java/org/exist/start/classloader/EXistClassLoader.java,org.exist.start.classloader.EXistClassLoader,addURLs,try-catch,MalformedURLException,printStackTrace,,
exist-start/src/main/java/org/exist/start/classloader/ReflectionUtils.java,org.exist.start.classloader.ReflectionUtils,invokeMain,throws-declaration,"IllegalAccessException, InvocationTargetException, NoSuchMethodException, ClassNotFoundException",propagate,,
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,main,try-catch,Exception,printStackTrace,,
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,run,try-catch,StartException,custom,,
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,startExistdb,throws-declaration,StartException,propagate,,
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,startExistdb,try-catch,Exception,printStackTrace+wrap,,
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,tweakTempDirectory,try-catch,InvalidPathException,ignore,,
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,configureForJetty,throws-declaration,StartException,propagate,,
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,shutdownExistdb,throws-declaration,StopException,propagate,,
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,shutdownExistdb,try-catch,"ClassNotFoundException | NoSuchMethodException | IllegalAccessException |
                       InvocationTargetException",wrap,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkNoVersion,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava8,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava9,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava10,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava11,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava12,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava12_BellSoft,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava13,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava14,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava15_0_0,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava15_0_1,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava15_0_2,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava15_0_3,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava21,throws-declaration,StartException,propagate,,
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava25,throws-declaration,StartException,propagate,,
exist-core/src/main/java/org/exist/xslt/TemplatesFactory.java,org.exist.xslt.TemplatesFactory,stylesheet,throws-declaration,"E, TransformerConfigurationException",propagate,,
exist-core/src/main/java/org/exist/xslt/TemplatesFactory.java,org.exist.xslt.TemplatesFactory,templates,throws-declaration,"E, TransformerConfigurationException, IOException, PermissionDeniedException, SAXException",propagate,,
exist-core/src/main/java/org/exist/xslt/TemplatesFactory.java,org.exist.xslt.TemplatesFactory,newTransformerHandler,throws-declaration,"E, PermissionDeniedException, SAXException, TransformerConfigurationException, IOException",propagate,,
exist-core/src/main/java/org/exist/xslt/Stylesheet.java,org.exist.xslt.Stylesheet,templates,throws-declaration,"E, PermissionDeniedException, SAXException, TransformerConfigurationException, IOException",propagate,,
exist-core/src/main/java/org/exist/xslt/Stylesheet.java,org.exist.xslt.Stylesheet,newTransformerHandler,throws-declaration,"E, PermissionDeniedException, SAXException, TransformerConfigurationException, IOException",propagate,,
exist-core/src/main/java/org/exist/xslt/StylesheetResolverAndCompiler.java,org.exist.xslt.StylesheetResolverAndCompiler,templates,throws-declaration,"E, TransformerConfigurationException, IOException, PermissionDeniedException, SAXException",propagate,,
exist-core/src/main/java/org/exist/xslt/StylesheetResolverAndCompiler.java,org.exist.xslt.StylesheetResolverAndCompiler,newTransformerHandler,throws-declaration,"E, PermissionDeniedException, SAXException, TransformerConfigurationException, IOException",propagate,,
exist-core/src/main/java/org/exist/xslt/StylesheetResolverAndCompiler.java,org.exist.xslt.StylesheetResolverAndCompiler,compileTemplates,throws-declaration,"E, TransformerConfigurationException, SAXException",propagate,,
exist-core/src/main/java/org/exist/xslt/XSLTErrorsListener.java,org.exist.xslt.XSLTErrorsListener$ErrorType,raiseError,throws-declaration,E,propagate,,
exist-core/src/main/java/org/exist/xslt/XSLTErrorsListener.java,org.exist.xslt.XSLTErrorsListener$ErrorType,checkForErrors,throws-declaration,E,propagate,,
exist-core/src/main/java/org/exist/xslt/XSLTErrorsListener.java,org.exist.xslt.XSLTErrorsListener$ErrorType,warning,throws-declaration,TransformerException,propagate,,
exist-core/src/main/java/org/exist/xslt/XSLTErrorsListener.java,org.exist.xslt.XSLTErrorsListener$ErrorType,error,throws-declaration,TransformerException,propagate,,
exist-core/src/main/java/org/exist/xslt/XSLTErrorsListener.java,org.exist.xslt.XSLTErrorsListener$ErrorType,fatalError,throws-declaration,TransformerException,propagate,,
exist-core/src/main/java/org/exist/xslt/EXistDbXMLReader.java,org.exist.xslt.EXistDbXMLReader,parse,try-catch,SAXParseException,log+log,Log4j,ERROR
exist-core/src/main/java/org/exist/xslt/EXistDbXMLReader.java,org.exist.xslt.EXistDbXMLReader,parse,try-catch,Exception,log+log,Log4j,ERROR
exist-core/src/main/java/org/exist/xslt/EXistDbXMLReader.java,org.exist.xslt.EXistDbXMLReader,parse,try-catch,Exception,log,Log4j,ERROR
exist-core/src/main/java/org/exist/xslt/EXistDbXMLReader.java,org.exist.xslt.EXistDbXMLReader,parse,try-catch,Exception,log,Log4j,ERROR
exist-core/src/main/java/org/exist/xslt/TransformerFactoryAllocator.java,org.exist.xslt.TransformerFactoryAllocator,getTransformerFactory,try-catch,ClassNotFoundException | InstantiationException | IllegalAccessException,log,Log4j,DEBUG
exist-core/src/main/java/org/exist/xslt/TransformerFactoryAllocator.java,org.exist.xslt.TransformerFactoryAllocator,getTransformerFactory,try-catch,IllegalArgumentException,log,Log4j,WARN
exist-core/src/main/java/org/exist/xslt/TransformerFactoryAllocator.java,org.exist.xslt.TransformerFactoryAllocator,getTransformerFactory,try-catch,Exception,ignore,Log4j,
exist-core/src/main/java/org/exist/xslt/EXistURIResolver.java,org.exist.xslt.EXistURIResolver,resolve,throws-declaration,TransformerException,propagate,,
exist-core/src/main/java/org/exist/xslt/EXistURIResolver.java,org.exist.xslt.EXistURIResolver,resolve,try-catch,URISyntaxException,ignore,Log4j,
exist-core/src/main/java/org/exist/xslt/EXistURIResolver.java,org.exist.xslt.EXistURIResolver,urlSource,throws-declaration,TransformerException,propagate,,
exist-core/src/main/java/org/exist/xslt/EXistURIResolver.java,org.exist.xslt.EXistURIResolver,urlSource,try-catch,IOException,wrap,Log4j,
exist-core/src/main/java/org/exist/xslt/EXistURIResolver.java,org.exist.xslt.EXistURIResolver,databaseSource,throws-declaration,TransformerException,propagate,,
exist-core/src/main/java/org/exist/xslt/EXistURIResolver.java,org.exist.xslt.EXistURIResolver,databaseSource,try-catch,PermissionDeniedException | TransactionException | IOException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/ExistRpcTypeFactory.java,org.exist.xmlrpc.ExistRpcTypeFactory,getSerializer,throws-declaration,SAXException,propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,createCollection,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,createCollection,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,createCollection,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,createCollection,throws-declaration,"PermissionDeniedException, EXistException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,configureCollection,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,configureCollection,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,configureCollection,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,configureCollection,try-catch,CollectionConfigurationException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,createId,throws-declaration,"EXistException, URISyntaxException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,createId,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,doQuery,throws-declaration,"XPathException, EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,doQuery,try-catch,XPathException,recover,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,beginProtected,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,beginProtected,try-catch,LockException,log,Log4j,WARN
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,compile,throws-declaration,"XPathException, IOException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,compile,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,printDiagnostics,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,printDiagnostics,try-catch,XPathException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,checkPragmas,throws-declaration,XPathException,propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,checkPragmas,throws-declaration,XPathException,propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,executeQuery,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,executeQuery,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,executeQuery,try-catch,XPathException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,existsAndCanOpenCollection,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,existsAndCanOpenCollection,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getCollectionDesc,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getCollectionDesc,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getCollectionDesc,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,describeResource,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,describeResource,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,describeResource,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,describeResource,try-catch,EXistException,log+recover,Log4j,DEBUG
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,describeCollection,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,describeCollection,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,describeCollection,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getContentDigest,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getContentDigest,try-catch,IllegalArgumentException | URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getDocument,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getDocument,try-catch,IOException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getDocumentAsString,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getDocumentAsString,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getDocumentAsString,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,serialize,throws-declaration,"SAXException, IOException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getDocumentData,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getDocumentData,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getChunk,throws-declaration,IOException,propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getNextChunk,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getNextChunk,try-catch,NumberFormatException | IOException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getNextExtendedChunk,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getNextExtendedChunk,try-catch,NumberFormatException | IOException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getBinaryResource,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getBinaryResource,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getBinaryResource,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,xupdate,throws-declaration,"PermissionDeniedException, EXistException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,xupdate,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,xupdate,throws-declaration,"PermissionDeniedException, EXistException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,xupdate,try-catch,XPathException | ParserConfigurationException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,xupdateResource,throws-declaration,"PermissionDeniedException, EXistException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,xupdateResource,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,xupdateResource,throws-declaration,"PermissionDeniedException, EXistException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,xupdateResource,try-catch,XPathException | ParserConfigurationException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,sync,try-catch,EXistException | PermissionDeniedException,log+recover,Log4j,ERROR
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getDocumentListing,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getCollectionListing,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getCollectionListing,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getCollectionListing,try-catch,EXistException,recover,Log4j,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getDocumentListing,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getDocumentListing,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getDocumentListing,try-catch,EXistException,log+recover,Log4j,DEBUG
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getResourceCount,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getResourceCount,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,createResourceId,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,createResourceId,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getHits,throws-declaration,EXistException,propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getPermissions,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getPermissions,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getSubCollectionPermissions,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getSubResourcePermissions,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getSubCollectionCreationTime,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,listDocumentPermissions,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,listDocumentPermissions,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,listCollectionPermissions,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,listCollectionPermissions,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getCreationDate,throws-declaration,"PermissionDeniedException, EXistException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getCreationDate,throws-declaration,"PermissionDeniedException, EXistException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getTimestamps,throws-declaration,"PermissionDeniedException, EXistException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getTimestamps,throws-declaration,"PermissionDeniedException, EXistException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,setLastModified,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getAccount,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getAccounts,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getGroups,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,getGroup,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,removeGroup,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,hasDocument,throws-declaration,"URISyntaxException, EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,hasDocument,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,hasCollection,throws-declaration,"EXistException, URISyntaxException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,hasCollection,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,parse,throws-declaration,"URISyntaxException, EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,parse,throws-declaration,"URISyntaxException, EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,parse,throws-declaration,"URISyntaxException, EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,parse,throws-declaration,"URISyntaxException, EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,parseLocal,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,parseLocalExt,throws-declaration,"EXistException, PermissionDeniedException, URISyntaxException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,parseLocal,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
exist-core/src/main/java/org/exist/xmlrpc/RpcConnection.java,org.exist.xmlrpc.RpcConnection,parseLocalExt,throws-declaration,"EXistException, PermissionDeniedException",propagate,,
